test/water/frame_00002.jpg: true 1, predicted 0
test/water/frame_01544.jpg: true 1, predicted 1
test/water/frame_01545.jpg: true 1, predicted 1
test/water/frame_01546.jpg: true 1, predicted 1
test/water/frame_01547.jpg: true 1, predicted 1
test/water/frame_01548.jpg: true 1, predicted 1
test/water/frame_01549.jpg: true 1, predicted 1
test/water/frame_01550.jpg: true 1, predicted 1
test/water/frame_01551.jpg: true 1, predicted 1
test/water/frame_01552.jpg: true 1, predicted 1
test/water/frame_01553.jpg: true 1, predicted 1
test/water/frame_01554.jpg: true 1, predicted 1
test/water/frame_01555.jpg: true 1, predicted 1
test/water/frame_01556.jpg: true 1, predicted 1
test/water/frame_01557.jpg: true 1, predicted 1
test/water/frame_01558.jpg: true 1, predicted 1
test/water/frame_01559.jpg: true 1, predicted 1
test/water/frame_01560.jpg: true 1, predicted 1
test/water/frame_01561.jpg: true 1, predicted 1
test/water/frame_01562.jpg: true 1, predicted 1
test/water/frame_01563.jpg: true 1, predicted 1
test/water/frame_01564.jpg: true 1, predicted 1
test/water/frame_01565.jpg: true 1, predicted 1
test/water/frame_01566.jpg: true 1, predicted 1
test/water/frame_01567.jpg: true 1, predicted 1
test/water/frame_01568.jpg: true 1, predicted 1
test/water/frame_01569.jpg: true 1, predicted 1
test/water/frame_01570.jpg: true 1, predicted 1
test/water/frame_01571.jpg: true 1, predicted 1
test/water/frame_01572.jpg: true 1, predicted 1
test/water/frame_01573.jpg: true 1, predicted 1
test/water/frame_01574.jpg: true 1, predicted 1
test/water/frame_01575.jpg: true 1, predicted 1
test/water/frame_01576.jpg: true 1, predicted 1
test/water/frame_01577.jpg: true 1, predicted 1
test/water/frame_01578.jpg: true 1, predicted 1
test/water/frame_01579.jpg: true 1, predicted 1
test/water/frame_01580.jpg: true 1, predicted 1
test/water/frame_01581.jpg: true 1, predicted 1
test/water/frame_01582.jpg: true 1, predicted 1
test/water/frame_01583.jpg: true 1, predicted 1
test/water/frame_01584.jpg: true 1, predicted 1
test/water/frame_01585.jpg: true 1, predicted 1
test/water/frame_01586.jpg: true 1, predicted 1
test/water/frame_01587.jpg: true 1, predicted 1
test/water/frame_01588.jpg: true 1, predicted 1
test/water/frame_01589.jpg: true 1, predicted 1
test/water/frame_01590.jpg: true 1, predicted 1
test/water/frame_01591.jpg: true 1, predicted 1
test/water/frame_01592.jpg: true 1, predicted 1
test/water/frame_01593.jpg: true 1, predicted 1
test/water/frame_01594.jpg: true 1, predicted 1
test/water/frame_01595.jpg: true 1, predicted 1
test/water/frame_01596.jpg: true 1, predicted 1
test/water/frame_01597.jpg: true 1, predicted 1
test/water/frame_01598.jpg: true 1, predicted 1
test/water/frame_01599.jpg: true 1, predicted 1
test/water/frame_01600.jpg: true 1, predicted 1
test/water/frame_01601.jpg: true 1, predicted 1
test/water/frame_01602.jpg: true 1, predicted 1
test/water/frame_01603.jpg: true 1, predicted 1
test/water/frame_01604.jpg: true 1, predicted 1
test/water/frame_01605.jpg: true 1, predicted 1
test/water/frame_01606.jpg: true 1, predicted 1
test/water/frame_01607.jpg: true 1, predicted 1
test/water/frame_01608.jpg: true 1, predicted 1
test/water/frame_01609.jpg: true 1, predicted 1
test/water/frame_01610.jpg: true 1, predicted 1
test/water/frame_01611.jpg: true 1, predicted 1
test/water/frame_01612.jpg: true 1, predicted 1
test/water/frame_01613.jpg: true 1, predicted 1
test/water/frame_01614.jpg: true 1, predicted 1
test/water/frame_01615.jpg: true 1, predicted 1
test/water/frame_01616.jpg: true 1, predicted 1
test/water/frame_01617.jpg: true 1, predicted 1
test/water/frame_01634.jpg: true 1, predicted 1
test/water/frame_01635.jpg: true 1, predicted 1
test/water/frame_01636.jpg: true 1, predicted 1
test/water/frame_01638.jpg: true 1, predicted 1
test/water/frame_01639.jpg: true 1, predicted 1
test/water/frame_01640.jpg: true 1, predicted 1
test/water/frame_01641.jpg: true 1, predicted 1
test/water/frame_01642.jpg: true 1, predicted 1
test/water/frame_01643.jpg: true 1, predicted 1
test/water/frame_01644.jpg: true 1, predicted 1
test/water/frame_01645.jpg: true 1, predicted 1
test/water/frame_01646.jpg: true 1, predicted 1
test/water/frame_01647.jpg: true 1, predicted 1
test/water/frame_01648.jpg: true 1, predicted 1
test/water/frame_01649.jpg: true 1, predicted 1
test/water/frame_01650.jpg: true 1, predicted 1
test/water/frame_01651.jpg: true 1, predicted 1
test/water/frame_01652.jpg: true 1, predicted 1
test/water/frame_01653.jpg: true 1, predicted 1
test/water/frame_01654.jpg: true 1, predicted 1
test/water/frame_01655.jpg: true 1, predicted 1
test/water/frame_01656.jpg: true 1, predicted 1
test/water/frame_01657.jpg: true 1, predicted 1
test/water/frame_01658.jpg: true 1, predicted 1
test/water/frame_01659.jpg: true 1, predicted 1
test/water/frame_01660.jpg: true 1, predicted 1
test/water/frame_01661.jpg: true 1, predicted 1
test/water/frame_01662.jpg: true 1, predicted 1
test/water/frame_01663.jpg: true 1, predicted 1
test/water/frame_01664.jpg: true 1, predicted 1
test/water/frame_01665.jpg: true 1, predicted 1
test/water/frame_01666.jpg: true 1, predicted 1
test/water/frame_01667.jpg: true 1, predicted 1
test/water/frame_01668.jpg: true 1, predicted 1
test/water/frame_01669.jpg: true 1, predicted 1
test/water/frame_01670.jpg: true 1, predicted 1
test/water/frame_01671.jpg: true 1, predicted 1
test/water/frame_01672.jpg: true 1, predicted 1
test/water/frame_01673.jpg: true 1, predicted 1
test/water/frame_01674.jpg: true 1, predicted 1
test/water/frame_01675.jpg: true 1, predicted 1
test/water/frame_01676.jpg: true 1, predicted 1
test/water/frame_01677.jpg: true 1, predicted 1
test/water/frame_01678.jpg: true 1, predicted 1
test/water/frame_01679.jpg: true 1, predicted 1
test/water/frame_01680.jpg: true 1, predicted 1
test/water/frame_01681.jpg: true 1, predicted 1
test/water/frame_01682.jpg: true 1, predicted 1
test/water/frame_01683.jpg: true 1, predicted 1
test/water/frame_01684.jpg: true 1, predicted 1
test/water/frame_01685.jpg: true 1, predicted 1
test/water/frame_01686.jpg: true 1, predicted 1
test/water/frame_01687.jpg: true 1, predicted 1
test/water/frame_01688.jpg: true 1, predicted 1
test/water/frame_01689.jpg: true 1, predicted 1
test/water/frame_01690.jpg: true 1, predicted 1
test/water/frame_01691.jpg: true 1, predicted 1
test/water/frame_01692.jpg: true 1, predicted 1
test/water/frame_01693.jpg: true 1, predicted 1
test/water/frame_01694.jpg: true 1, predicted 1
test/water/frame_01695.jpg: true 1, predicted 1
test/water/frame_01696.jpg: true 1, predicted 1
test/water/frame_01697.jpg: true 1, predicted 1
test/water/frame_01698.jpg: true 1, predicted 1
test/water/frame_01699.jpg: true 1, predicted 1
test/water/frame_01700.jpg: true 1, predicted 1
test/water/frame_01701.jpg: true 1, predicted 1
test/water/frame_01702.jpg: true 1, predicted 1
test/water/frame_01703.jpg: true 1, predicted 1
test/water/frame_01704.jpg: true 1, predicted 1
test/water/frame_01705.jpg: true 1, predicted 1
test/water/frame_01706.jpg: true 1, predicted 1
test/water/frame_01707.jpg: true 1, predicted 1
test/water/frame_01708.jpg: true 1, predicted 1
test/water/frame_01709.jpg: true 1, predicted 1
test/water/frame_01710.jpg: true 1, predicted 1
test/water/frame_01711.jpg: true 1, predicted 1
test/water/frame_01712.jpg: true 1, predicted 1
test/water/frame_01713.jpg: true 1, predicted 1
test/water/frame_01714.jpg: true 1, predicted 1
test/water/frame_01715.jpg: true 1, predicted 1
test/water/frame_01716.jpg: true 1, predicted 1
test/water/frame_01717.jpg: true 1, predicted 1
test/water/frame_01718.jpg: true 1, predicted 1
test/water/frame_01719.jpg: true 1, predicted 1
test/water/frame_01720.jpg: true 1, predicted 1
test/water/frame_01721.jpg: true 1, predicted 1
test/water/frame_01722.jpg: true 1, predicted 1
test/water/frame_01723.jpg: true 1, predicted 1
test/water/frame_01724.jpg: true 1, predicted 1
test/water/frame_01725.jpg: true 1, predicted 1
test/water/frame_01726.jpg: true 1, predicted 1
test/water/frame_01727.jpg: true 1, predicted 1
test/water/frame_01728.jpg: true 1, predicted 1
test/water/frame_01729.jpg: true 1, predicted 1
test/water/frame_01730.jpg: true 1, predicted 1
test/water/frame_01731.jpg: true 1, predicted 1
test/water/frame_01732.jpg: true 1, predicted 1
test/water/frame_01733.jpg: true 1, predicted 1
test/water/frame_01734.jpg: true 1, predicted 1
test/water/frame_01735.jpg: true 1, predicted 1
test/water/frame_01736.jpg: true 1, predicted 1
test/water/frame_01737.jpg: true 1, predicted 1
test/water/frame_01738.jpg: true 1, predicted 1
test/water/frame_01739.jpg: true 1, predicted 1
test/water/frame_01740.jpg: true 1, predicted 1
test/water/frame_01741.jpg: true 1, predicted 1
test/water/frame_01742.jpg: true 1, predicted 1
test/water/frame_01743.jpg: true 1, predicted 1
test/water/frame_01744.jpg: true 1, predicted 1
test/water/frame_01745.jpg: true 1, predicted 1
test/water/frame_01746.jpg: true 1, predicted 1
test/water/frame_01747.jpg: true 1, predicted 1
test/water/frame_01748.jpg: true 1, predicted 1
test/water/frame_01749.jpg: true 1, predicted 1
test/water/frame_01750.jpg: true 1, predicted 1
test/water/frame_01751.jpg: true 1, predicted 1
test/water/frame_01752.jpg: true 1, predicted 1
test/water/frame_01753.jpg: true 1, predicted 1
test/water/frame_01754.jpg: true 1, predicted 1
test/water/frame_01755.jpg: true 1, predicted 1
test/water/frame_01756.jpg: true 1, predicted 1
test/water/frame_01757.jpg: true 1, predicted 1
test/water/frame_01758.jpg: true 1, predicted 1
test/water/frame_01759.jpg: true 1, predicted 1
test/water/frame_01760.jpg: true 1, predicted 1
test/water/frame_01761.jpg: true 1, predicted 1
test/water/frame_01762.jpg: true 1, predicted 1
test/water/frame_01763.jpg: true 1, predicted 1
test/water/frame_01764.jpg: true 1, predicted 1
test/water/frame_01765.jpg: true 1, predicted 1
test/water/frame_01766.jpg: true 1, predicted 1
test/water/frame_01767.jpg: true 1, predicted 1
test/water/frame_01768.jpg: true 1, predicted 1
test/water/frame_01769.jpg: true 1, predicted 1
test/water/frame_01770.jpg: true 1, predicted 1
test/water/frame_01771.jpg: true 1, predicted 1
test/water/frame_01772.jpg: true 1, predicted 1
test/water/frame_01773.jpg: true 1, predicted 1
test/water/frame_01774.jpg: true 1, predicted 1
test/water/frame_01775.jpg: true 1, predicted 1
test/water/frame_01776.jpg: true 1, predicted 1
test/water/frame_01777.jpg: true 1, predicted 1
test/water/frame_01778.jpg: true 1, predicted 1
test/water/frame_01779.jpg: true 1, predicted 1
test/water/frame_01780.jpg: true 1, predicted 1
test/water/frame_01781.jpg: true 1, predicted 1
test/water/frame_01782.jpg: true 1, predicted 1
test/water/frame_01783.jpg: true 1, predicted 1
test/water/frame_01784.jpg: true 1, predicted 1
test/water/frame_01785.jpg: true 1, predicted 1
test/water/frame_01786.jpg: true 1, predicted 1
test/water/frame_01787.jpg: true 1, predicted 1
test/water/frame_01788.jpg: true 1, predicted 1
test/water/frame_01789.jpg: true 1, predicted 1
test/water/frame_01790.jpg: true 1, predicted 1
test/water/frame_01791.jpg: true 1, predicted 1
test/water/frame_01792.jpg: true 1, predicted 1
test/water/frame_01793.jpg: true 1, predicted 1
test/water/frame_01794.jpg: true 1, predicted 1
test/water/frame_01795.jpg: true 1, predicted 1
test/water/frame_01796.jpg: true 1, predicted 1
test/water/frame_01797.jpg: true 1, predicted 1
test/water/frame_01798.jpg: true 1, predicted 1
test/water/frame_01799.jpg: true 1, predicted 1
test/water/frame_01800.jpg: true 1, predicted 1
test/water/frame_01801.jpg: true 1, predicted 1
test/water/frame_01802.jpg: true 1, predicted 1
test/water/frame_01803.jpg: true 1, predicted 1
test/water/frame_01804.jpg: true 1, predicted 1
test/water/frame_01805.jpg: true 1, predicted 1
test/water/frame_01806.jpg: true 1, predicted 1
test/water/frame_01807.jpg: true 1, predicted 1
test/water/frame_01808.jpg: true 1, predicted 1
test/water/frame_01809.jpg: true 1, predicted 1
test/water/frame_01810.jpg: true 1, predicted 1
test/water/frame_01811.jpg: true 1, predicted 1
test/water/frame_01812.jpg: true 1, predicted 1
test/water/frame_01813.jpg: true 1, predicted 1
test/water/frame_01814.jpg: true 1, predicted 1
test/water/frame_01815.jpg: true 1, predicted 1
test/water/frame_01816.jpg: true 1, predicted 1
test/water/frame_01817.jpg: true 1, predicted 1
test/water/frame_01818.jpg: true 1, predicted 1
test/water/frame_01819.jpg: true 1, predicted 1
test/water/frame_01820.jpg: true 1, predicted 1
test/water/frame_01821.jpg: true 1, predicted 1
test/water/frame_01822.jpg: true 1, predicted 1
test/water/frame_01823.jpg: true 1, predicted 1
test/water/frame_01824.jpg: true 1, predicted 1
test/water/frame_01825.jpg: true 1, predicted 1
test/water/frame_01826.jpg: true 1, predicted 1
test/water/frame_01827.jpg: true 1, predicted 1
test/water/frame_01828.jpg: true 1, predicted 1
test/water/frame_01829.jpg: true 1, predicted 1
test/water/frame_01830.jpg: true 1, predicted 1
test/water/frame_01831.jpg: true 1, predicted 1
test/water/frame_01832.jpg: true 1, predicted 1
test/water/frame_01833.jpg: true 1, predicted 1
test/water/frame_01834.jpg: true 1, predicted 1
test/water/frame_01835.jpg: true 1, predicted 1
test/water/frame_01836.jpg: true 1, predicted 1
test/water/frame_01837.jpg: true 1, predicted 1
test/water/frame_01838.jpg: true 1, predicted 1
test/water/frame_01839.jpg: true 1, predicted 1
test/water/frame_01840.jpg: true 1, predicted 1
test/water/frame_01841.jpg: true 1, predicted 1
test/water/frame_01842.jpg: true 1, predicted 1
test/water/frame_01843.jpg: true 1, predicted 1
test/water/frame_01844.jpg: true 1, predicted 1
test/water/frame_01845.jpg: true 1, predicted 1
test/water/frame_01846.jpg: true 1, predicted 1
test/water/frame_01847.jpg: true 1, predicted 1
test/water/frame_01848.jpg: true 1, predicted 1
test/no_water/frame_00000.jpg: true 0, predicted 0
test/no_water/frame_00001.jpg: true 0, predicted 0
test/no_water/frame_00002.jpg: true 0, predicted 0
test/no_water/frame_00003.jpg: true 0, predicted 0
test/no_water/frame_00004.jpg: true 0, predicted 0
test/no_water/frame_00005.jpg: true 0, predicted 0
test/no_water/frame_00006.jpg: true 0, predicted 0
test/no_water/frame_00007.jpg: true 0, predicted 0
test/no_water/frame_00008.jpg: true 0, predicted 0
test/no_water/frame_00009.jpg: true 0, predicted 0
test/no_water/frame_00010.jpg: true 0, predicted 0
test/no_water/frame_00011.jpg: true 0, predicted 0
test/no_water/frame_00012.jpg: true 0, predicted 0
test/no_water/frame_00013.jpg: true 0, predicted 0
test/no_water/frame_00014.jpg: true 0, predicted 0
test/no_water/frame_00015.jpg: true 0, predicted 0
test/no_water/frame_00016.jpg: true 0, predicted 0
test/no_water/frame_00017.jpg: true 0, predicted 0
test/no_water/frame_00018.jpg: true 0, predicted 0
test/no_water/frame_00019.jpg: true 0, predicted 0
test/no_water/frame_00020.jpg: true 0, predicted 0
test/no_water/frame_00021.jpg: true 0, predicted 0
test/no_water/frame_00022.jpg: true 0, predicted 0
test/no_water/frame_00023.jpg: true 0, predicted 0
test/no_water/frame_00024.jpg: true 0, predicted 0
test/no_water/frame_00025.jpg: true 0, predicted 0
test/no_water/frame_00026.jpg: true 0, predicted 0
test/no_water/frame_00027.jpg: true 0, predicted 0
test/no_water/frame_00028.jpg: true 0, predicted 0
test/no_water/frame_00029.jpg: true 0, predicted 0
test/no_water/frame_00030.jpg: true 0, predicted 0
test/no_water/frame_00031.jpg: true 0, predicted 0
test/no_water/frame_00032.jpg: true 0, predicted 0
test/no_water/frame_00033.jpg: true 0, predicted 0
test/no_water/frame_00034.jpg: true 0, predicted 0
test/no_water/frame_00035.jpg: true 0, predicted 0
test/no_water/frame_00037.jpg: true 0, predicted 0
test/no_water/frame_00038.jpg: true 0, predicted 0
test/no_water/frame_00039.jpg: true 0, predicted 0
test/no_water/frame_00040.jpg: true 0, predicted 0
test/no_water/frame_00041.jpg: true 0, predicted 0
test/no_water/frame_00042.jpg: true 0, predicted 0
test/no_water/frame_00043.jpg: true 0, predicted 0
test/no_water/frame_00044.jpg: true 0, predicted 0
test/no_water/frame_00045.jpg: true 0, predicted 0
test/no_water/frame_00046.jpg: true 0, predicted 0
test/no_water/frame_00047.jpg: true 0, predicted 0
test/no_water/frame_00048.jpg: true 0, predicted 0
test/no_water/frame_00049.jpg: true 0, predicted 0
test/no_water/frame_00050.jpg: true 0, predicted 0
test/no_water/frame_00051.jpg: true 0, predicted 0
test/no_water/frame_00052.jpg: true 0, predicted 0
test/no_water/frame_00053.jpg: true 0, predicted 0
test/no_water/frame_00054.jpg: true 0, predicted 0
test/no_water/frame_00055.jpg: true 0, predicted 0
test/no_water/frame_00056.jpg: true 0, predicted 0
test/no_water/frame_00057.jpg: true 0, predicted 0
test/no_water/frame_00058.jpg: true 0, predicted 0
test/no_water/frame_00059.jpg: true 0, predicted 0
test/no_water/frame_00060.jpg: true 0, predicted 0
test/no_water/frame_00061.jpg: true 0, predicted 0
test/no_water/frame_00062.jpg: true 0, predicted 0
test/no_water/frame_00063.jpg: true 0, predicted 0
test/no_water/frame_00064.jpg: true 0, predicted 0
